Step,HP,MaxHP,Attack,HasKey,CurrentRoom,Death
1,200,200,20,False,NEXUS,False
2,200,200,20,False,Start,False
3,200,200,20,False,NEXUS,False
4,200,200,20,False,EmptyRoom,False
5,200,200,20,False,BattleRoom,False
6,128,200,20,False,SafeRoom,False
7,128,200,20,False,EmptyRoom2,False
8,200,200,20,False,BattleRoom2,False
9,200,200,20,False,SafeRoom,True
10,200,200,20,False,BattleRoom,False
11,200,200,20,False,HiddenTreasure2,False
12,240,240,20,False,BattleRoom,False
13,240,240,20,False,SafeRoom,False
14,240,240,20,False,BattleRoom,False
15,240,240,20,False,EmptyRoom,False
16,240,240,20,False,NEXUS,False
17,240,240,20,False,Start,False
18,240,240,20,False,NEXUS,False
19,240,240,20,False,EmptyRoom,False
20,240,240,20,False,HiddenTreasure,False
21,105,285,25,False,EmptyRoom,False
22,105,285,25,False,BattleRoom,False
23,105,285,25,False,HiddenTreasure2,False
24,105,285,25,False,BattleRoom,False
25,105,285,25,False,EmptyRoom,False
26,105,285,25,False,NEXUS,False
27,285,285,25,False,Start,False
28,285,285,25,False,NEXUS,False
29,285,285,25,False,Start,False
30,285,285,25,False,NEXUS,False
31,285,285,25,False,EmptyRoom,False
32,285,285,25,False,NEXUS,False
33,285,285,25,False,Start,False
34,285,285,25,False,NEXUS,False
35,285,285,25,False,EmptyRoom,False
36,285,285,25,False,BattleRoom,False
37,285,285,25,False,EmptyRoom,False
38,285,285,25,False,HiddenTreasure,False
39,285,285,25,False,EmptyRoom,False
40,285,285,25,False,NEXUS,False
41,285,285,25,False,Start,False
42,285,285,25,False,NEXUS,False
43,285,285,25,False,Start,False
44,285,285,25,False,NEXUS,False
45,285,285,25,False,EmptyRoom,False
46,285,285,25,False,BattleRoom,False
47,285,285,25,False,SafeRoom,False
48,285,285,25,False,EmptyRoom2,False
49,285,285,25,False,BattleRoom2,False
50,285,285,25,False,BattleRoom3,False
51,129,285,25,False,SafeRoom2,False
52,285,285,25,False,EmptyRoom2,False
53,285,285,25,False,BattleRoom4,False
54,285,285,25,False,HidenTreasure3,True
55,285,285,35,False,SafeRoom2,False
56,285,285,35,False,BattleRoom3,False
57,285,285,35,False,BattleRoom2,False
58,285,285,35,False,EmptyRoom2,False
59,285,285,35,False,SafeRoom,False
60,285,285,35,False,BattleRoom,False
61,285,285,35,False,HiddenTreasure2,False
62,285,285,35,False,BattleRoom,False
63,285,285,35,False,EmptyRoom,False
64,285,285,35,False,HiddenTreasure,False
65,285,285,35,False,EmptyRoom,False
66,285,285,35,False,NEXUS,False
67,285,285,35,False,Start,False
68,285,285,35,False,NEXUS,False
69,285,285,35,False,Start,False
70,285,285,35,False,NEXUS,False
71,285,285,35,False,EmptyRoom,False
72,285,285,35,False,NEXUS,False
73,285,285,35,False,Start,False
74,285,285,35,False,NEXUS,False
75,285,285,35,False,EmptyRoom,False
76,285,285,35,False,BattleRoom,False
77,285,285,35,False,EmptyRoom,False
78,285,285,35,False,HiddenTreasure,False
79,285,285,35,False,EmptyRoom,False
80,285,285,35,False,NEXUS,False
81,285,285,35,False,EmptyRoom,False
82,285,285,35,False,BattleRoom,False
83,285,285,35,False,SafeRoom,False
84,285,285,35,False,EmptyRoom2,False
85,285,285,35,False,SafeRoom,False
86,285,285,35,False,BattleRoom,False
87,285,285,35,False,HiddenTreasure2,False
88,285,285,35,False,BattleRoom,False
89,285,285,35,False,EmptyRoom,False
90,285,285,35,False,HiddenTreasure,False
91,285,285,35,False,EmptyRoom,False
92,285,285,35,False,NEXUS,False
93,285,285,35,False,Start,False
94,285,285,35,False,NEXUS,False
95,285,285,35,False,EmptyRoom,False
96,285,285,35,False,NEXUS,False
97,285,285,35,False,Start,False
98,285,285,35,False,NEXUS,False
99,285,285,35,False,EmptyRoom,False
100,285,285,35,False,BattleRoom,False
101,285,285,35,False,SafeRoom,False
102,285,285,35,False,BattleRoom,False
103,285,285,35,False,HiddenTreasure2,False
104,285,285,35,False,BattleRoom,False
105,285,285,35,False,EmptyRoom,False
106,285,285,35,False,HiddenTreasure,False
107,285,285,35,False,EmptyRoom,False
108,285,285,35,False,BattleRoom,False
109,285,285,35,False,SafeRoom,False
110,285,285,35,False,BattleRoom,False
111,285,285,35,False,EmptyRoom,False
112,285,285,35,False,NEXUS,False
113,285,285,35,False,Start,False
114,285,285,35,False,NEXUS,False
115,285,285,35,False,Start,False
116,285,285,35,False,NEXUS,False
117,285,285,35,False,EmptyRoom,False
118,285,285,35,False,BattleRoom,False
119,285,285,35,False,EmptyRoom,False
120,285,285,35,False,NEXUS,False
121,285,285,35,False,Start,False
122,285,285,35,False,NEXUS,False
123,285,285,35,False,Start,False
124,285,285,35,False,NEXUS,False
125,285,285,35,False,EmptyRoom,False
126,285,285,35,False,HiddenTreasure,False
127,285,285,35,False,EmptyRoom,False
128,285,285,35,False,NEXUS,False
129,285,285,35,False,Start,False
130,285,285,35,False,NEXUS,False
131,285,285,35,False,Start,False
132,285,285,35,False,NEXUS,False
133,285,285,35,False,EmptyRoom,False
134,285,285,35,False,BattleRoom,False
135,285,285,35,False,SafeRoom,False
136,285,285,35,False,BattleRoom,False
137,285,285,35,False,HiddenTreasure2,False
138,285,285,35,False,BattleRoom,False
139,285,285,35,False,EmptyRoom,False
140,285,285,35,False,HiddenTreasure,False
141,285,285,35,False,EmptyRoom,False
142,285,285,35,False,NEXUS,False
143,285,285,35,False,Start,False
144,285,285,35,False,NEXUS,False
145,285,285,35,False,EmptyRoom,False
146,285,285,35,False,BattleRoom,False
147,285,285,35,False,SafeRoom,False
148,285,285,35,False,EmptyRoom2,False
149,285,285,35,False,BattleRoom2,False
150,285,285,35,False,HidenTreasure2,False
151,325,325,35,False,BattleRoom2,False
152,325,325,35,False,EmptyRoom2,False
153,325,325,35,False,SafeRoom,False
154,325,325,35,False,BattleRoom,False
155,325,325,35,False,HiddenTreasure2,False
156,325,325,35,False,BattleRoom,False
157,325,325,35,False,EmptyRoom,False
158,325,325,35,False,HiddenTreasure,False
159,325,325,35,False,EmptyRoom,False
160,325,325,35,False,NEXUS,False
161,325,325,35,False,Start,False
162,325,325,35,False,NEXUS,False
163,325,325,35,False,Start,False
164,325,325,35,False,NEXUS,False
165,325,325,35,False,EmptyRoom,False
166,325,325,35,False,BattleRoom,False
167,325,325,35,False,SafeRoom,False
168,325,325,35,False,EmptyRoom2,False
169,325,325,35,False,BattleRoom2,False
170,325,325,35,False,EmptyRoom2,False
171,325,325,35,False,SafeRoom,False
172,325,325,35,False,BattleRoom,False
173,325,325,35,False,EmptyRoom,False
174,325,325,35,False,NEXUS,False
175,325,325,35,False,Start,False
176,325,325,35,False,NEXUS,False
177,325,325,35,False,EmptyRoom,False
178,325,325,35,False,HiddenTreasure,False
179,325,325,35,False,EmptyRoom,False
180,325,325,35,False,BattleRoom,False
181,325,325,35,False,EmptyRoom,False
182,325,325,35,False,HiddenTreasure,False
183,325,325,35,False,EmptyRoom,False
184,325,325,35,False,NEXUS,False
185,325,325,35,False,Start,False
186,325,325,35,False,NEXUS,False
187,325,325,35,False,Start,False
188,325,325,35,False,NEXUS,False
189,325,325,35,False,EmptyRoom,False
190,325,325,35,False,BattleRoom,False
191,325,325,35,False,SafeRoom,False
192,325,325,35,False,BattleRoom,False
193,325,325,35,False,HiddenTreasure2,False
194,325,325,35,False,BattleRoom,False
195,325,325,35,False,EmptyRoom,False
196,325,325,35,False,HiddenTreasure,False
197,325,325,35,False,EmptyRoom,False
198,325,325,35,False,BattleRoom,False
199,325,325,35,False,EmptyRoom,False
200,325,325,35,False,NEXUS,False
201,325,325,35,False,Start,False
202,325,325,35,False,NEXUS,False
203,325,325,35,False,EmptyRoom,False
204,325,325,35,False,HiddenTreasure,False
205,325,325,35,False,EmptyRoom,False
206,325,325,35,False,BattleRoom,False
207,325,325,35,False,SafeRoom,False
208,325,325,35,False,EmptyRoom2,False
209,325,325,35,False,BattleRoom2,False
210,325,325,35,False,BattleRoom3,False
211,325,325,35,False,SafeRoom2,False
212,325,325,35,False,EmptyRoom2,False
213,325,325,35,False,BattleRoom4,False
214,85,325,35,False,KEY_ROOM,False
215,85,325,35,True,NEXUS,False
216,325,325,35,True,EmptyRoom,False
217,325,325,35,True,BattleRoom,False
218,325,325,35,True,EmptyRoom,False
219,325,325,35,True,HiddenTreasure,False
220,325,325,35,True,EmptyRoom,False
221,325,325,35,True,NEXUS,False
222,325,325,35,True,BossRoom,False
223,210,330,40,True,BossRoom,False
