Step,HP,MaxHP,Attack,HasKey,CurrentRoom,Death
1,200,200,20,False,NEXUS,False
2,200,200,20,False,EmptyRoom,False
3,200,200,20,False,BattleRoom,False
4,128,200,20,False,EmptyRoom,False
5,128,200,20,False,NEXUS,False
6,200,200,20,False,Start,False
7,200,200,20,False,NEXUS,False
8,200,200,20,False,EmptyRoom,False
9,200,200,20,False,HiddenTreasure,False
10,60,240,20,False,EmptyRoom,False
11,60,240,20,False,NEXUS,False
12,240,240,20,False,Start,False
13,240,240,20,False,NEXUS,False
14,240,240,20,False,Start,False
15,240,240,20,False,NEXUS,False
16,240,240,20,False,EmptyRoom,False
17,240,240,20,False,BattleRoom,False
18,240,240,20,False,SafeRoom,False
19,240,240,20,False,BattleRoom,False
20,240,240,20,False,HiddenTreasure2,False
21,280,280,20,False,BattleRoom,False
22,280,280,20,False,EmptyRoom,False
23,280,280,20,False,HiddenTreasure,False
24,280,280,20,False,EmptyRoom,False
25,280,280,20,False,NEXUS,False
26,280,280,20,False,Start,False
27,280,280,20,False,NEXUS,False
28,280,280,20,False,Start,False
29,280,280,20,False,NEXUS,False
30,280,280,20,False,EmptyRoom,False
31,280,280,20,False,BattleRoom,False
32,280,280,20,False,SafeRoom,False
33,280,280,20,False,EmptyRoom2,False
34,280,280,20,False,BattleRoom2,False
35,75,285,25,False,BattleRoom3,False
36,285,285,25,False,SafeRoom,True
37,285,285,25,False,BattleRoom,False
38,285,285,25,False,SafeRoom,False
39,285,285,25,False,BattleRoom,False
40,285,285,25,False,HiddenTreasure2,False
41,285,285,25,False,BattleRoom,False
42,285,285,25,False,EmptyRoom,False
43,285,285,25,False,NEXUS,False
44,285,285,25,False,Start,False
45,285,285,25,False,NEXUS,False
46,285,285,25,False,Start,False
47,285,285,25,False,NEXUS,False
48,285,285,25,False,Start,False
49,285,285,25,False,NEXUS,False
50,285,285,25,False,Start,False
51,285,285,25,False,NEXUS,False
52,285,285,25,False,EmptyRoom,False
53,285,285,25,False,BattleRoom,False
54,285,285,25,False,SafeRoom,False
55,285,285,25,False,BattleRoom,False
56,285,285,25,False,HiddenTreasure2,False
57,285,285,25,False,BattleRoom,False
58,285,285,25,False,EmptyRoom,False
59,285,285,25,False,HiddenTreasure,False
60,285,285,25,False,EmptyRoom,False
61,285,285,25,False,BattleRoom,False
62,285,285,25,False,EmptyRoom,False
63,285,285,25,False,NEXUS,False
64,285,285,25,False,Start,False
65,285,285,25,False,NEXUS,False
66,285,285,25,False,EmptyRoom,False
67,285,285,25,False,BattleRoom,False
68,285,285,25,False,SafeRoom,False
69,285,285,25,False,EmptyRoom2,False
70,285,285,25,False,BattleRoom2,False
71,285,285,25,False,BattleRoom3,False
72,129,285,25,False,SafeRoom2,False
73,285,285,25,False,EmptyRoom2,False
74,285,285,25,False,BattleRoom4,False
75,285,285,25,False,BattleRoom3,True
76,285,285,25,False,BattleRoom2,False
77,285,285,25,False,HidenTreasure2,False
78,325,325,25,False,BattleRoom2,False
79,325,325,25,False,EmptyRoom2,False
80,325,325,25,False,SafeRoom,False
81,325,325,25,False,EmptyRoom2,False
82,325,325,25,False,SafeRoom,False
83,325,325,25,False,BattleRoom,False
84,325,325,25,False,HiddenTreasure2,False
85,325,325,25,False,BattleRoom,False
86,325,325,25,False,EmptyRoom,False
87,325,325,25,False,NEXUS,False
88,325,325,25,False,Start,False
89,325,325,25,False,NEXUS,False
90,325,325,25,False,EmptyRoom,False
91,325,325,25,False,HiddenTreasure,False
92,325,325,25,False,EmptyRoom,False
93,325,325,25,False,NEXUS,False
94,325,325,25,False,Start,False
95,325,325,25,False,NEXUS,False
96,325,325,25,False,Start,False
97,325,325,25,False,NEXUS,False
98,325,325,25,False,EmptyRoom,False
99,325,325,25,False,BattleRoom,False
100,325,325,25,False,SafeRoom,False
101,325,325,25,False,EmptyRoom2,False
102,325,325,25,False,SafeRoom,False
103,325,325,25,False,BattleRoom,False
104,325,325,25,False,HiddenTreasure2,False
105,325,325,25,False,BattleRoom,False
106,325,325,25,False,EmptyRoom,False
107,325,325,25,False,NEXUS,False
108,325,325,25,False,Start,False
109,325,325,25,False,NEXUS,False
110,325,325,25,False,Start,False
111,325,325,25,False,NEXUS,False
112,325,325,25,False,Start,False
113,325,325,25,False,NEXUS,False
114,325,325,25,False,EmptyRoom,False
115,325,325,25,False,BattleRoom,False
116,325,325,25,False,SafeRoom,False
117,325,325,25,False,EmptyRoom2,False
118,325,325,25,False,BattleRoom2,False
119,325,325,25,False,BattleRoom3,False
120,325,325,25,False,SafeRoom2,False
121,325,325,25,False,HidenTreasure3,False
122,325,325,35,False,SafeRoom2,False
123,325,325,35,False,BattleRoom3,False
124,325,325,35,False,BattleRoom2,False
125,325,325,35,False,HidenTreasure2,False
126,325,325,35,False,BattleRoom2,False
127,325,325,35,False,EmptyRoom2,False
128,325,325,35,False,BattleRoom2,False
129,325,325,35,False,EmptyRoom2,False
130,325,325,35,False,SafeRoom,False
131,325,325,35,False,BattleRoom,False
132,325,325,35,False,EmptyRoom,False
133,325,325,35,False,NEXUS,False
134,325,325,35,False,Start,False
135,325,325,35,False,NEXUS,False
136,325,325,35,False,EmptyRoom,False
137,325,325,35,False,HiddenTreasure,False
138,325,325,35,False,EmptyRoom,False
139,325,325,35,False,BattleRoom,False
140,325,325,35,False,SafeRoom,False
141,325,325,35,False,EmptyRoom2,False
142,325,325,35,False,SafeRoom,False
143,325,325,35,False,BattleRoom,False
144,325,325,35,False,HiddenTreasure2,False
145,325,325,35,False,BattleRoom,False
146,325,325,35,False,EmptyRoom,False
147,325,325,35,False,NEXUS,False
148,325,325,35,False,Start,False
149,325,325,35,False,NEXUS,False
150,325,325,35,False,Start,False
151,325,325,35,False,NEXUS,False
152,325,325,35,False,EmptyRoom,False
153,325,325,35,False,BattleRoom,False
154,325,325,35,False,EmptyRoom,False
155,325,325,35,False,NEXUS,False
156,325,325,35,False,Start,False
157,325,325,35,False,NEXUS,False
158,325,325,35,False,EmptyRoom,False
159,325,325,35,False,HiddenTreasure,False
160,325,325,35,False,EmptyRoom,False
161,325,325,35,False,NEXUS,False
162,325,325,35,False,Start,False
163,325,325,35,False,NEXUS,False
164,325,325,35,False,Start,False
165,325,325,35,False,NEXUS,False
166,325,325,35,False,Start,False
167,325,325,35,False,NEXUS,False
168,325,325,35,False,EmptyRoom,False
169,325,325,35,False,BattleRoom,False
170,325,325,35,False,SafeRoom,False
171,325,325,35,False,EmptyRoom2,False
172,325,325,35,False,BattleRoom2,False
173,325,325,35,False,BattleRoom3,False
174,325,325,35,False,SafeRoom2,False
175,325,325,35,False,EmptyRoom2,False
176,325,325,35,False,BattleRoom4,False
177,85,325,35,False,KEY_ROOM,False
178,85,325,35,True,NEXUS,False
179,325,325,35,True,BossRoom,False
180,210,330,40,True,BossRoom,False
