Step,HP,MaxHP,Attack,HasKey,CurrentRoom,Death
1,200,200,20,False,NEXUS,False
2,200,200,20,False,EmptyRoom,False
3,200,200,20,False,NEXUS,False
4,200,200,20,False,Start,False
5,200,200,20,False,NEXUS,False
6,200,200,20,False,EmptyRoom,False
7,200,200,20,False,BattleRoom,False
8,128,200,20,False,SafeRoom,False
9,128,200,20,False,EmptyRoom2,False
10,200,200,20,False,BattleRoom2,False
11,200,200,20,False,BattleRoom2,True
12,200,200,20,False,BattleRoom3,False
13,25,205,25,False,SafeRoom2,False
14,205,205,25,False,EmptyRoom2,False
15,205,205,25,False,SafeRoom2,False
16,205,205,25,False,HidenTreasure3,False
17,205,205,35,False,SafeRoom2,False
18,205,205,35,False,BattleRoom3,False
19,205,205,35,False,SafeRoom2,False
20,205,205,35,False,BattleRoom3,False
21,205,205,35,False,BattleRoom2,False
22,205,205,35,False,HidenTreasure2,False
23,245,245,35,False,BattleRoom2,False
24,245,245,35,False,BattleRoom3,False
25,245,245,35,False,SafeRoom2,False
26,245,245,35,False,HidenTreasure3,False
27,245,245,35,False,SafeRoom2,False
28,245,245,35,False,BattleRoom3,False
29,245,245,35,False,BattleRoom2,False
30,245,245,35,False,EmptyRoom2,False
31,245,245,35,False,SafeRoom,False
32,245,245,35,False,BattleRoom,False
33,245,245,35,False,EmptyRoom,False
34,245,245,35,False,HiddenTreasure,False
35,165,285,35,False,EmptyRoom,False
36,165,285,35,False,NEXUS,False
37,285,285,35,False,Start,False
38,285,285,35,False,NEXUS,False
39,285,285,35,False,EmptyRoom,False
40,285,285,35,False,BattleRoom,False
41,285,285,35,False,SafeRoom,False
42,285,285,35,False,EmptyRoom2,False
43,285,285,35,False,SafeRoom,False
44,285,285,35,False,BattleRoom,False
45,285,285,35,False,HiddenTreasure2,False
46,325,325,35,False,BattleRoom,False
47,325,325,35,False,EmptyRoom,False
48,325,325,35,False,HiddenTreasure,False
49,325,325,35,False,EmptyRoom,False
50,325,325,35,False,NEXUS,False
51,325,325,35,False,EmptyRoom,False
52,325,325,35,False,BattleRoom,False
53,325,325,35,False,SafeRoom,False
54,325,325,35,False,EmptyRoom2,False
55,325,325,35,False,BattleRoom2,False
56,325,325,35,False,EmptyRoom2,False
57,325,325,35,False,SafeRoom,False
58,325,325,35,False,BattleRoom,False
59,325,325,35,False,HiddenTreasure2,False
60,325,325,35,False,BattleRoom,False
61,325,325,35,False,SafeRoom,False
62,325,325,35,False,EmptyRoom2,False
63,325,325,35,False,SafeRoom,False
64,325,325,35,False,BattleRoom,False
65,325,325,35,False,EmptyRoom,False
66,325,325,35,False,HiddenTreasure,False
67,325,325,35,False,EmptyRoom,False
68,325,325,35,False,BattleRoom,False
69,325,325,35,False,HiddenTreasure2,False
70,325,325,35,False,BattleRoom,False
71,325,325,35,False,EmptyRoom,False
72,325,325,35,False,NEXUS,False
73,325,325,35,False,Start,False
74,325,325,35,False,NEXUS,False
75,325,325,35,False,Start,False
76,325,325,35,False,NEXUS,False
77,325,325,35,False,Start,False
78,325,325,35,False,NEXUS,False
79,325,325,35,False,EmptyRoom,False
80,325,325,35,False,NEXUS,False
81,325,325,35,False,Start,False
82,325,325,35,False,NEXUS,False
83,325,325,35,False,Start,False
84,325,325,35,False,NEXUS,False
85,325,325,35,False,EmptyRoom,False
86,325,325,35,False,BattleRoom,False
87,325,325,35,False,SafeRoom,False
88,325,325,35,False,EmptyRoom2,False
89,325,325,35,False,BattleRoom2,False
90,325,325,35,False,BattleRoom3,False
91,325,325,35,False,BattleRoom2,False
92,325,325,35,False,EmptyRoom2,False
93,325,325,35,False,SafeRoom,False
94,325,325,35,False,EmptyRoom2,False
95,325,325,35,False,SafeRoom,False
96,325,325,35,False,BattleRoom,False
97,325,325,35,False,EmptyRoom,False
98,325,325,35,False,HiddenTreasure,False
99,325,325,35,False,EmptyRoom,False
100,325,325,35,False,BattleRoom,False
101,325,325,35,False,SafeRoom,False
102,325,325,35,False,EmptyRoom2,False
103,325,325,35,False,BattleRoom2,False
104,325,325,35,False,HidenTreasure2,False
105,325,325,35,False,BattleRoom2,False
106,325,325,35,False,EmptyRoom2,False
107,325,325,35,False,SafeRoom,False
108,325,325,35,False,BattleRoom,False
109,325,325,35,False,HiddenTreasure2,False
110,325,325,35,False,BattleRoom,False
111,325,325,35,False,EmptyRoom,False
112,325,325,35,False,NEXUS,False
113,325,325,35,False,Start,False
114,325,325,35,False,NEXUS,False
115,325,325,35,False,EmptyRoom,False
116,325,325,35,False,BattleRoom,False
117,325,325,35,False,EmptyRoom,False
118,325,325,35,False,HiddenTreasure,False
119,325,325,35,False,EmptyRoom,False
120,325,325,35,False,NEXUS,False
121,325,325,35,False,Start,False
122,325,325,35,False,NEXUS,False
123,325,325,35,False,Start,False
124,325,325,35,False,NEXUS,False
125,325,325,35,False,Start,False
126,325,325,35,False,NEXUS,False
127,325,325,35,False,Start,False
128,325,325,35,False,NEXUS,False
129,325,325,35,False,EmptyRoom,False
130,325,325,35,False,NEXUS,False
131,325,325,35,False,Start,False
132,325,325,35,False,NEXUS,False
133,325,325,35,False,Start,False
134,325,325,35,False,NEXUS,False
135,325,325,35,False,EmptyRoom,False
136,325,325,35,False,BattleRoom,False
137,325,325,35,False,SafeRoom,False
138,325,325,35,False,EmptyRoom2,False
139,325,325,35,False,SafeRoom,False
140,325,325,35,False,BattleRoom,False
141,325,325,35,False,HiddenTreasure2,False
142,325,325,35,False,BattleRoom,False
143,325,325,35,False,EmptyRoom,False
144,325,325,35,False,HiddenTreasure,False
145,325,325,35,False,EmptyRoom,False
146,325,325,35,False,NEXUS,False
147,325,325,35,False,Start,False
148,325,325,35,False,NEXUS,False
149,325,325,35,False,EmptyRoom,False
150,325,325,35,False,BattleRoom,False
151,325,325,35,False,SafeRoom,False
152,325,325,35,False,BattleRoom,False
153,325,325,35,False,HiddenTreasure2,False
154,325,325,35,False,BattleRoom,False
155,325,325,35,False,EmptyRoom,False
156,325,325,35,False,BattleRoom,False
157,325,325,35,False,EmptyRoom,False
158,325,325,35,False,NEXUS,False
159,325,325,35,False,Start,False
160,325,325,35,False,NEXUS,False
161,325,325,35,False,Start,False
162,325,325,35,False,NEXUS,False
163,325,325,35,False,Start,False
164,325,325,35,False,NEXUS,False
165,325,325,35,False,EmptyRoom,False
166,325,325,35,False,NEXUS,False
167,325,325,35,False,Start,False
168,325,325,35,False,NEXUS,False
169,325,325,35,False,EmptyRoom,False
170,325,325,35,False,HiddenTreasure,False
171,325,325,35,False,EmptyRoom,False
172,325,325,35,False,BattleRoom,False
173,325,325,35,False,SafeRoom,False
174,325,325,35,False,EmptyRoom2,False
175,325,325,35,False,BattleRoom2,False
176,325,325,35,False,BattleRoom3,False
177,325,325,35,False,SafeRoom2,False
178,325,325,35,False,EmptyRoom2,False
179,325,325,35,False,BattleRoom4,False
180,85,325,35,False,KEY_ROOM,False
181,85,325,35,True,NEXUS,False
182,325,325,35,True,BossRoom,False
183,210,330,40,True,BossRoom,False
